PHONON_FREQUENCY,SPECTRALFLUX_AT_POSITION_163
0,0
0.482978,-152.913
0.965956,-2908.69
1.44893,-9392.08
1.93191,-14785.3
2.41489,-12143.6
2.89787,7106.12
3.38085,51938.5
3.86382,133846
4.3468,266837
4.82978,447942
5.31276,647023
5.79574,842166
6.27871,1.05579e+06
6.76169,1.3365e+06
7.24467,1.70767e+06
7.72765,2.13851e+06
8.21062,2.55967e+06
8.6936,2.90245e+06
9.17658,3.13024e+06
9.65956,3.24658e+06
10.1425,3.28171e+06
10.6255,3.27235e+06
11.1085,3.25496e+06
11.5915,3.27101e+06
12.0744,3.35742e+06
12.5574,3.52255e+06
13.0404,3.74223e+06
13.5234,3.98365e+06
14.0064,4.22564e+06
14.4893,4.45521e+06
14.9723,4.65745e+06
15.4553,4.82023e+06
15.9383,4.94793e+06
16.4212,5.06437e+06
16.9042,5.19681e+06
17.3872,5.35739e+06
17.8702,5.54267e+06
18.3532,5.74502e+06
18.8361,5.95404e+06
19.3191,6.14856e+06
19.8021,6.29917e+06
20.2851,6.39001e+06
20.7681,6.44174e+06
21.251,6.50685e+06
21.734,6.63593e+06
22.217,6.84578e+06
22.7,7.11303e+06
23.1829,7.3943e+06
23.6659,7.66741e+06
24.1489,7.95957e+06
24.6319,8.30965e+06
25.1149,8.71277e+06
25.5978,9.13068e+06
26.0808,9.44681e+06
26.5638,9.61865e+06
27.0468,9.80258e+06
27.5297,9.98209e+06
28.0127,1.00535e+07
28.4957,1.00351e+07
28.9787,1.0019e+07
29.4617,1.01106e+07
29.9446,1.03197e+07
30.4276,1.05659e+07
30.9106,1.07906e+07
31.3936,1.09886e+07
31.8765,1.11213e+07
32.3595,1.11687e+07
32.8425,1.11708e+07
33.3255,1.11268e+07
33.8085,1.10343e+07
34.2914,1.091e+07
34.7744,1.07575e+07
35.2574,1.0592e+07
35.7404,1.04411e+07
36.2233,1.03081e+07
36.7063,1.01806e+07
37.1893,1.006e+07
37.6723,9.95427e+06
38.1553,9.89005e+06
38.6382,9.91986e+06
39.1212,1.00631e+07
39.6042,1.02694e+07
40.0872,1.04469e+07
40.5701,1.04768e+07
41.0531,1.03768e+07
41.5361,1.02279e+07
42.0191,1.00266e+07
42.5021,9.93721e+06
42.985,9.89351e+06
43.468,9.80217e+06
43.951,9.61061e+06
44.434,9.35465e+06
44.9169,9.13685e+06
45.3999,9.02999e+06
45.8829,9.02162e+06
46.3659,9.05688e+06
46.8489,9.07886e+06
47.3318,9.00673e+06
47.8148,8.7408e+06
48.2978,8.23606e+06
48.7808,7.56194e+06
49.2637,6.87163e+06
49.7467,6.30661e+06
50.2297,5.92642e+06
50.7127,5.70819e+06
51.1957,5.59044e+06
51.6786,5.46077e+06
52.1616,5.21974e+06
52.6446,4.96031e+06
53.1276,4.69631e+06
53.6106,4.49996e+06
54.0935,4.42568e+06
54.5765,4.46135e+06
55.0595,4.54926e+06
55.5425,4.62002e+06
56.0254,4.63674e+06
