PHONON_FREQUENCY,SPECTRALFLUX_AT_POSITION_133
0,0
0.482978,-141.553
0.965956,-1033
1.44893,2541.73
1.93191,10181.3
2.41489,16729.6
2.89787,31332.8
3.38085,74000.2
3.86382,164951
4.3468,314674
4.82978,507640
5.31276,705802
5.79574,891070
6.27871,1.09505e+06
6.76169,1.37235e+06
7.24467,1.74979e+06
7.72765,2.20283e+06
8.21062,2.66952e+06
8.6936,3.08152e+06
9.17658,3.39333e+06
9.65956,3.59574e+06
10.1425,3.70679e+06
10.6255,3.75547e+06
11.1085,3.78002e+06
11.5915,3.83149e+06
12.0744,3.95569e+06
12.5574,4.16172e+06
13.0404,4.41465e+06
13.5234,4.66313e+06
14.0064,4.87242e+06
14.4893,5.03532e+06
14.9723,5.16591e+06
15.4553,5.29375e+06
15.9383,5.45477e+06
16.4212,5.66518e+06
16.9042,5.89597e+06
17.3872,6.08641e+06
17.8702,6.19382e+06
18.3532,6.22984e+06
18.8361,6.24914e+06
19.3191,6.30649e+06
19.8021,6.42261e+06
20.2851,6.58539e+06
20.7681,6.778e+06
21.251,6.99897e+06
21.734,7.25327e+06
22.217,7.53601e+06
22.7,7.83053e+06
23.1829,8.11339e+06
23.6659,8.36588e+06
24.1489,8.5974e+06
24.6319,8.84927e+06
25.1149,9.14412e+06
25.5978,9.44921e+06
26.0808,9.76439e+06
26.5638,1.01225e+07
27.0468,1.04798e+07
27.5297,1.07418e+07
28.0127,1.08036e+07
28.4957,1.07159e+07
28.9787,1.0647e+07
29.4617,1.06895e+07
29.9446,1.07803e+07
30.4276,1.07986e+07
30.9106,1.07133e+07
31.3936,1.05962e+07
31.8765,1.05532e+07
32.3595,1.06325e+07
32.8425,1.07451e+07
33.3255,1.08241e+07
33.8085,1.08357e+07
34.2914,1.07426e+07
34.7744,1.05503e+07
35.2574,1.02994e+07
35.7404,1.00527e+07
36.2233,9.88489e+06
36.7063,9.83209e+06
37.1893,9.85956e+06
37.6723,9.91329e+06
38.1553,9.97169e+06
38.6382,1.00177e+07
39.1212,1.00238e+07
39.6042,1.00166e+07
40.0872,1.00725e+07
40.5701,1.01562e+07
41.0531,1.03876e+07
41.5361,1.05742e+07
42.0191,1.04608e+07
42.5021,1.02013e+07
42.985,9.95668e+06
43.468,9.691e+06
43.951,9.43694e+06
44.434,9.19744e+06
44.9169,8.97219e+06
45.3999,8.76622e+06
45.8829,8.56324e+06
46.3659,8.33817e+06
46.8489,8.10078e+06
47.3318,7.88318e+06
47.8148,7.6738e+06
48.2978,7.41486e+06
48.7808,7.07672e+06
49.2637,6.69515e+06
49.7467,6.344e+06
50.2297,6.08811e+06
50.7127,5.96315e+06
51.1957,5.97735e+06
51.6786,6.02688e+06
52.1616,5.96104e+06
52.6446,5.85041e+06
53.1276,5.62765e+06
53.6106,5.27104e+06
54.0935,4.88298e+06
54.5765,4.58908e+06
55.0595,4.42953e+06
55.5425,4.35045e+06
56.0254,4.27708e+06
56.5084,4.18528e+06
56.9914,4.11819e+06
57.4744,4.11975e+06
57.9574,4.17061e+06
58.4403,4.21504e+06
58.9233,4.19876e+06
59.4063,4.06735e+06
59.8893,3.82495e+06
60.3722,3.56427e+06
60.8552,3.35026e+06
61.3382,3.18787e+06
61.8212,3.03393e+06
62.3042,2.87375e+06
62.7871,2.76185e+06
63.2701,2.72464e+06
63.7531,2.72137e+06
64.2361,2.70317e+06
64.719,2.64901e+06
65.202,2.57446e+06
65.685,2.48464e+06
66.168,2.3882e+06
66.651,2.26416e+06
67.1339,2.11695e+06
67.6169,1.98745e+06
68.0999,1.90452e+06
68.5829,1.88612e+06
69.0658,1.9447e+06
69.5488,2.08992e+06
70.0318,2.31706e+06
70.5148,2.58888e+06
70.9978,2.83601e+06
71.4807,2.99081e+06
71.9637,3.03237e+06
72.4467,3.00032e+06
72.9297,2.95169e+06
73.4126,2.90375e+06
73.8956,2.8428e+06
74.3786,2.74354e+06
74.8616,2.63169e+06
75.3446,2.5424e+06
75.8275,2.47341e+06
76.3105,2.47595e+06
76.7935,2.52386e+06
77.2765,2.46244e+06
77.7594,2.29274e+06
78.2424,2.12004e+06
78.7254,1.98674e+06
