PHONON_FREQUENCY,SPECTRALFLUX_AT_POSITION_3
0,0
0.482978,20261.5
0.965956,92965.9
1.44893,156277
1.93191,213375
2.41489,317188
2.89787,498569
3.38085,739198
3.86382,994433
4.3468,1.2289e+06
4.82978,1.4328e+06
5.31276,1.63349e+06
5.79574,1.88672e+06
6.27871,2.24603e+06
6.76169,2.74599e+06
7.24467,3.38619e+06
7.72765,4.11134e+06
8.21062,4.8245e+06
8.6936,5.45124e+06
9.17658,5.99919e+06
9.65956,6.52934e+06
10.1425,7.07219e+06
10.6255,7.60235e+06
11.1085,8.10807e+06
11.5915,8.64747e+06
12.0744,9.26413e+06
12.5574,9.87917e+06
13.0404,1.03612e+07
13.5234,1.06166e+07
14.0064,1.05934e+07
14.4893,1.04343e+07
14.9723,1.04659e+07
15.4553,1.0852e+07
15.9383,1.14555e+07
16.4212,1.19541e+07
16.9042,1.21494e+07
17.3872,1.21574e+07
17.8702,1.21817e+07
18.3532,1.22858e+07
18.8361,1.25019e+07
19.3191,1.28032e+07
19.8021,1.3073e+07
20.2851,1.33956e+07
20.7681,1.39235e+07
21.251,1.45655e+07
21.734,1.49574e+07
22.217,1.49034e+07
22.7,1.46635e+07
23.1829,1.4258e+07
23.6659,1.3853e+07
24.1489,1.36369e+07
24.6319,1.37928e+07
25.1149,1.42821e+07
25.5978,1.46584e+07
26.0808,1.47111e+07
26.5638,1.4505e+07
27.0468,1.42379e+07
27.5297,1.42114e+07
28.0127,1.39244e+07
28.4957,1.30264e+07
28.9787,1.23729e+07
29.4617,1.18778e+07
29.9446,1.16556e+07
30.4276,1.16751e+07
30.9106,1.17708e+07
31.3936,1.18916e+07
31.8765,1.17474e+07
32.3595,1.10543e+07
32.8425,1.00754e+07
33.3255,8.98768e+06
33.8085,7.86141e+06
34.2914,7.44298e+06
34.7744,7.23795e+06
35.2574,7.18486e+06
35.7404,7.30489e+06
36.2233,7.36717e+06
36.7063,7.55176e+06
37.1893,7.67749e+06
37.6723,7.8746e+06
38.1553,8.0141e+06
38.6382,7.81361e+06
39.1212,7.46836e+06
39.6042,7.40129e+06
40.0872,7.70225e+06
40.5701,8.1555e+06
41.0531,8.43307e+06
41.5361,8.35966e+06
42.0191,7.83558e+06
42.5021,6.92074e+06
42.985,6.00524e+06
43.468,5.30802e+06
43.951,4.78638e+06
44.434,4.40613e+06
44.9169,4.1013e+06
45.3999,3.84326e+06
45.8829,3.68527e+06
46.3659,3.65446e+06
46.8489,3.6434e+06
47.3318,3.82108e+06
47.8148,4.04954e+06
48.2978,3.92291e+06
48.7808,3.54111e+06
49.2637,3.34616e+06
49.7467,3.41879e+06
50.2297,3.37073e+06
50.7127,3.10069e+06
51.1957,2.64468e+06
51.6786,2.14276e+06
52.1616,1.79911e+06
52.6446,1.78585e+06
53.1276,2.02411e+06
53.6106,2.22866e+06
54.0935,2.22624e+06
54.5765,1.81821e+06
55.0595,1.14374e+06
55.5425,1.0207e+06
56.0254,994429
56.5084,1.04267e+06
56.9914,1.0821e+06
57.4744,896116
57.9574,692800
58.4403,657861
58.9233,623161
59.4063,802857
59.8893,1.01032e+06
60.3722,912509
60.8552,749090
61.3382,770925
61.8212,899201
62.3042,902247
62.7871,1.09602e+06
63.2701,1.57355e+06
63.7531,1.99683e+06
64.2361,2.06291e+06
64.719,1.72034e+06
65.202,1.19168e+06
65.685,859440
66.168,748811
66.651,768573
67.1339,769112
67.6169,704374
68.0999,580659
68.5829,432969
69.0658,377000
69.5488,399534
70.0318,232804
70.5148,-52682
70.9978,-110632
71.4807,249269
71.9637,714175
72.4467,788383
72.9297,641269
73.4126,535639
73.8956,754385
74.3786,756220
74.8616,523466
75.3446,360837
75.8275,247738
76.3105,310649
76.7935,331807
77.2765,490787
77.7594,916488
78.2424,1.07668e+06
78.7254,1.00789e+06
79.2084,928237
79.6914,898014
80.1743,859723
80.6573,659758
81.1403,388306
81.6233,157540
82.1062,-6383.44
82.5892,-56865.5
83.0722,37014.7
83.5552,-11679.3
84.0382,-112848
84.5211,-147344
85.0041,-23135.3
85.4871,177344
85.9701,215953
86.453,186732
86.936,311088
87.419,385303
87.902,444059
88.385,461125
88.8679,435952
89.3509,416238
89.8339,419572
90.3169,406828
90.7999,369158
91.2828,374684
91.7658,517076
92.2488,775204
92.7318,1.04693e+06
93.2147,1.23978e+06
93.6977,1.2371e+06
94.1807,1.00987e+06
94.6637,793838
95.1467,671704
95.6296,770996
96.1126,922067
96.5956,989017
97.0786,913592
97.5615,728163
98.0445,518993
98.5275,354795
99.0105,252482
99.4935,184549
99.9764,157465
100.459,178232
100.942,246005
101.425,329440
101.908,445319
102.391,535768
102.874,369974
103.357,95053.8
103.84,452.248
104.323,135843
104.806,398357
105.289,591703
105.772,646611
106.255,703900
106.738,484533
107.221,369434
107.704,369874
108.187,331639
108.67,330511
109.153,44507.5
109.636,-125459
110.119,-182898
110.602,-25192.6
111.085,159542
111.568,256830
112.051,265613
112.534,251385
113.017,196068
113.5,210979
113.983,349166
114.466,634185
114.949,889882
115.432,1.29454e+06
115.915,1.66229e+06
116.398,1.7761e+06
116.881,1.72847e+06
117.364,1.58334e+06
117.847,1.41771e+06
118.33,1.16524e+06
118.813,1.04829e+06
119.296,955595
119.779,740213
120.262,626823
120.744,687796
121.227,630653
121.71,587743
122.193,581433
122.676,553923
123.159,566631
123.642,616436
124.125,778356
124.608,915471
125.091,1.10708e+06
125.574,1.03444e+06
126.057,778357
126.54,570537
127.023,461133
127.506,328251
127.989,251346
128.472,244097
128.955,213024
129.438,194777
129.921,310068
130.404,192015
130.887,-179145
131.37,-12826.7
131.853,156000
132.336,135370
132.819,125209
133.302,173212
133.785,285931
134.268,374722
134.751,380948
135.234,323788
135.717,240603
136.2,166183
136.683,127192
137.166,125492
137.649,139348
138.132,147917
138.615,150109
139.098,154018
139.581,163734
140.064,168965
140.547,156353
141.03,133207
141.513,114996
141.996,97828.4
142.478,73072.5
142.961,50043
143.444,36740.9
143.927,27355.1
144.41,18029.2
