PHONON_FREQUENCY,SPECTRALFLUX_AT_POSITION_132
0,0
0.482978,-109.597
0.965956,-543.272
1.44893,3724.95
1.93191,11866.2
2.41489,19019.5
2.89787,34190.2
3.38085,76631.1
3.86382,166176
4.3468,314380
4.82978,507083
5.31276,705993
5.79574,892010
6.27871,1.09651e+06
6.76169,1.37429e+06
7.24467,1.75217e+06
7.72765,2.20582e+06
8.21062,2.67405e+06
8.6936,3.08925e+06
9.17658,3.40556e+06
9.65956,3.61198e+06
10.1425,3.72399e+06
10.6255,3.7691e+06
11.1085,3.78658e+06
11.5915,3.83021e+06
12.0744,3.94828e+06
12.5574,4.15087e+06
13.0404,4.40245e+06
13.5234,4.64942e+06
14.0064,4.85373e+06
14.4893,5.00614e+06
14.9723,5.12208e+06
15.4553,5.23506e+06
15.9383,5.38476e+06
16.4212,5.58952e+06
16.9042,5.8222e+06
17.3872,6.0245e+06
17.8702,6.15414e+06
18.3532,6.21839e+06
18.8361,6.26487e+06
19.3191,6.34327e+06
19.8021,6.47233e+06
20.2851,6.63753e+06
20.7681,6.81762e+06
21.251,7.01075e+06
21.734,7.23419e+06
22.217,7.50381e+06
22.7,7.81445e+06
23.1829,8.13294e+06
23.6659,8.41597e+06
24.1489,8.65176e+06
24.6319,8.88561e+06
25.1149,9.16825e+06
25.5978,9.4792e+06
26.0808,9.78075e+06
26.5638,1.01192e+07
27.0468,1.04872e+07
27.5297,1.0747e+07
28.0127,1.08037e+07
28.4957,1.07068e+07
28.9787,1.06493e+07
29.4617,1.07317e+07
29.9446,1.0876e+07
30.4276,1.09399e+07
30.9106,1.08875e+07
31.3936,1.08086e+07
31.8765,1.08295e+07
32.3595,1.09714e+07
32.8425,1.10891e+07
33.3255,1.11076e+07
33.8085,1.10078e+07
34.2914,1.0769e+07
34.7744,1.04387e+07
35.2574,1.01083e+07
35.7404,9.86193e+06
36.2233,9.75367e+06
36.7063,9.78043e+06
37.1893,9.87931e+06
37.6723,9.98033e+06
38.1553,1.00454e+07
38.6382,1.00494e+07
39.1212,9.98356e+06
39.6042,9.8971e+06
40.0872,9.89017e+06
40.5701,1.00028e+07
41.0531,1.02465e+07
41.5361,1.03868e+07
42.0191,1.03384e+07
42.5021,1.01626e+07
42.985,9.87652e+06
43.468,9.5723e+06
43.951,9.31441e+06
44.434,9.10861e+06
44.9169,8.93126e+06
45.3999,8.75976e+06
45.8829,8.57269e+06
46.3659,8.35286e+06
46.8489,8.10668e+06
47.3318,7.84728e+06
47.8148,7.5539e+06
48.2978,7.19073e+06
48.7808,6.76662e+06
49.2637,6.33963e+06
49.7467,5.98995e+06
50.2297,5.79977e+06
50.7127,5.81472e+06
51.1957,5.99298e+06
51.6786,6.14516e+06
52.1616,6.09871e+06
52.6446,6.02513e+06
53.1276,5.87252e+06
53.6106,5.58118e+06
54.0935,5.22288e+06
54.5765,4.92693e+06
55.0595,4.74679e+06
55.5425,4.6344e+06
56.0254,4.51276e+06
56.5084,4.35672e+06
56.9914,4.20246e+06
57.4744,4.03268e+06
57.9574,4.04111e+06
58.4403,4.01098e+06
58.9233,3.96273e+06
59.4063,3.8716e+06
59.8893,3.73542e+06
60.3722,3.58007e+06
60.8552,3.46678e+06
61.3382,3.41681e+06
61.8212,3.36441e+06
62.3042,3.24614e+06
62.7871,3.08038e+06
63.2701,2.92311e+06
63.7531,2.79834e+06
64.2361,2.6916e+06
64.719,2.58511e+06
65.202,2.50084e+06
65.685,2.4387e+06
66.168,2.35206e+06
66.651,2.22337e+06
67.1339,2.08061e+06
67.6169,1.96018e+06
68.0999,1.88212e+06
68.5829,1.85657e+06
69.0658,1.89507e+06
69.5488,2.01666e+06
70.0318,2.23001e+06
70.5148,2.50372e+06
70.9978,2.76306e+06
71.4807,2.92627e+06
71.9637,2.95352e+06
72.4467,2.87662e+06
72.9297,2.77642e+06
73.4126,2.71108e+06
73.8956,2.68594e+06
74.3786,2.65697e+06
74.8616,2.60286e+06
75.3446,2.55887e+06
75.8275,2.53419e+06
76.3105,2.53442e+06
76.7935,2.56158e+06
77.2765,2.57239e+06
77.7594,2.45371e+06
78.2424,2.20607e+06
78.7254,1.97605e+06
79.2084,1.889e+06
79.6914,1.73527e+06
80.1743,1.53503e+06
80.6573,1.34081e+06
81.1403,1.20146e+06
81.6233,1.15121e+06
82.1062,1.1881e+06
82.5892,1.26578e+06
83.0722,1.31498e+06
83.5552,1.28627e+06
84.0382,1.17411e+06
84.5211,1.02663e+06
85.0041,904714
85.4871,815595
85.9701,736807
86.453,643064
86.936,528166
87.419,406690
87.902,299958
88.385,187214
88.8679,-74612.3
89.3509,-231552
89.8339,-308277
90.3169,8865.75
90.7999,729661
91.2828,1.29118e+06
91.7658,922694
92.2488,289302
92.7318,206987
93.2147,292163
93.6977,400224
94.1807,1.09e+06
94.6637,1.66908e+06
95.1467,1.07834e+06
95.6296,-8282.48
96.1126,-607190
96.5956,-396920
97.0786,-91621.9
97.5615,7201.47
98.0445,57445.1
98.5275,228355
99.0105,676226
99.4935,1.08696e+06
99.9764,1.17272e+06
100.459,1.18574e+06
100.942,1.1787e+06
101.425,1.12969e+06
101.908,1.00489e+06
102.391,909410
102.874,980144
103.357,1.2105e+06
103.84,1.3961e+06
104.323,1.47388e+06
104.806,1.41727e+06
105.289,1.23808e+06
105.772,1.02945e+06
106.255,868029
106.738,776911
107.221,732942
107.704,692152
108.187,619908
108.67,523225
109.153,412969
109.636,257658
110.119,106827
110.602,54220.8
111.085,127617
111.568,288989
112.051,527175
112.534,625035
113.017,528597
113.5,294336
113.983,-2098.05
114.466,-48443.7
114.949,-14311.9
115.432,-247.362
115.915,254.409
116.398,44.1193
116.881,4.71459
117.364,0.352034
117.847,0.0185995
118.33,0.000687195
118.813,1.64963e-05
119.296,1.54037e-07
119.779,-6.83612e-09
120.262,-4.22197e-10
120.744,-1.35666e-11
121.227,-3.12075e-13
121.71,-5.47417e-15
122.193,-7.27675e-17
122.676,-6.46189e-19
123.159,-2.65004e-22
123.642,1.49357e-22
124.125,4.43108e-24
124.608,9.46673e-26
125.091,1.72303e-27
125.574,2.78326e-29
126.057,4.03597e-31
126.54,5.27107e-33
127.023,6.20743e-35
127.506,6.59624e-37
127.989,6.32907e-39
128.472,5.4871e-41
128.955,4.30148e-43
129.438,3.05127e-45
129.921,1.95997e-47
130.404,1.14088e-49
130.887,6.02237e-52
131.37,2.88496e-54
131.853,1.25506e-56
132.336,4.96178e-59
132.819,1.78384e-61
133.302,5.83597e-64
133.785,1.73856e-66
134.268,4.71921e-69
134.751,1.16795e-71
135.234,2.63711e-74
135.717,5.43551e-77
136.2,1.02334e-79
136.683,1.76084e-82
137.166,2.77064e-85
137.649,3.98868e-88
138.132,5.25622e-91
138.615,6.34268e-94
139.098,7.00936e-97
139.581,7.09037e-100
140.064,6.55097e-103
140.547,5.49098e-106
141.03,4.09037e-109
141.513,2.52578e-112
141.996,9.00388e-116
142.478,-7.81184e-119
142.961,-2.57819e-121
143.444,-1.87811e-124
143.927,8.38806e-125
144.41,2.63016e-125
