PHONON_FREQUENCY,SPECTRALFLUX_AT_POSITION_103
0,0
0.482978,-10.5093
0.965956,180.943
1.44893,2004.05
1.93191,5478.03
2.41489,11788.6
2.89787,29589.2
3.38085,74721.3
3.86382,168946
4.3468,331770
4.82978,548725
5.31276,765405
5.79574,952724
6.27871,1.1559e+06
6.76169,1.45181e+06
7.24467,1.87431e+06
7.72765,2.38813e+06
8.21062,2.91514e+06
8.6936,3.3759e+06
9.17658,3.72553e+06
9.65956,3.97139e+06
10.1425,4.15362e+06
10.6255,4.30069e+06
11.1085,4.41799e+06
11.5915,4.52518e+06
12.0744,4.66893e+06
12.5574,4.88065e+06
13.0404,5.14336e+06
13.5234,5.40916e+06
14.0064,5.63869e+06
14.4893,5.82257e+06
14.9723,5.97583e+06
15.4553,6.12045e+06
15.9383,6.27074e+06
16.4212,6.42554e+06
16.9042,6.56932e+06
17.3872,6.68625e+06
17.8702,6.77812e+06
18.3532,6.86685e+06
18.8361,6.98037e+06
19.3191,7.13732e+06
19.8021,7.33977e+06
20.2851,7.57504e+06
20.7681,7.82571e+06
21.251,8.08285e+06
21.734,8.35125e+06
22.217,8.63902e+06
22.7,8.94301e+06
23.1829,9.24841e+06
23.6659,9.54457e+06
24.1489,9.83908e+06
24.6319,1.0133e+07
25.1149,1.03952e+07
25.5978,1.06144e+07
26.0808,1.07838e+07
26.5638,1.0953e+07
27.0468,1.11724e+07
27.5297,1.13601e+07
28.0127,1.13979e+07
28.4957,1.13178e+07
28.9787,1.12611e+07
29.4617,1.1311e+07
29.9446,1.14147e+07
30.4276,1.14571e+07
30.9106,1.1416e+07
31.3936,1.13838e+07
31.8765,1.14136e+07
32.3595,1.1436e+07
32.8425,1.13555e+07
33.3255,1.11257e+07
33.8085,1.07617e+07
34.2914,1.03757e+07
34.7744,1.01041e+07
35.2574,9.9987e+06
35.7404,1.00293e+07
36.2233,1.01385e+07
36.7063,1.02506e+07
37.1893,1.02786e+07
37.6723,1.0175e+07
38.1553,9.97709e+06
38.6382,9.78711e+06
39.1212,9.67022e+06
39.6042,9.61572e+06
40.0872,9.63566e+06
40.5701,9.73574e+06
41.0531,9.67968e+06
41.5361,9.46459e+06
42.0191,9.28611e+06
42.5021,8.93098e+06
42.985,8.36935e+06
43.468,7.80359e+06
43.951,7.32859e+06
44.434,7.00588e+06
44.9169,6.83469e+06
45.3999,6.76151e+06
45.8829,6.71991e+06
46.3659,6.66049e+06
46.8489,6.59782e+06
47.3318,6.57813e+06
47.8148,6.57215e+06
48.2978,6.48962e+06
48.7808,6.30566e+06
49.2637,6.07593e+06
49.7467,5.82979e+06
50.2297,5.54491e+06
50.7127,5.25182e+06
51.1957,5.0244e+06
51.6786,4.8161e+06
52.1616,4.62387e+06
52.6446,4.493e+06
53.1276,4.40755e+06
53.6106,4.32777e+06
54.0935,4.22735e+06
54.5765,4.12277e+06
55.0595,4.05594e+06
55.5425,4.04152e+06
56.0254,4.04902e+06
56.5084,4.03061e+06
56.9914,3.96411e+06
57.4744,3.86262e+06
57.9574,3.75601e+06
58.4403,3.66755e+06
58.9233,3.58962e+06
59.4063,3.50337e+06
59.8893,3.41266e+06
60.3722,3.3504e+06
60.8552,3.36171e+06
61.3382,3.4421e+06
61.8212,3.51837e+06
62.3042,3.53806e+06
62.7871,3.52284e+06
63.2701,3.46556e+06
63.7531,3.31819e+06
64.2361,3.09034e+06
64.719,2.84223e+06
65.202,2.61841e+06
65.685,2.42954e+06
66.168,2.23758e+06
66.651,2.06905e+06
67.1339,1.96892e+06
67.6169,1.94298e+06
68.0999,1.98646e+06
68.5829,2.09069e+06
69.0658,2.24215e+06
69.5488,2.4149e+06
70.0318,2.56979e+06
70.5148,2.67106e+06
70.9978,2.70844e+06
71.4807,2.70096e+06
71.9637,2.67089e+06
72.4467,2.61944e+06
72.9297,2.56245e+06
73.4126,2.57882e+06
73.8956,2.69923e+06
74.3786,2.81773e+06
74.8616,2.84189e+06
75.3446,2.72107e+06
75.8275,2.50554e+06
76.3105,2.29666e+06
76.7935,2.08474e+06
77.2765,1.89468e+06
77.7594,1.80532e+06
78.2424,1.80831e+06
78.7254,1.82549e+06
79.2084,1.81897e+06
79.6914,1.7695e+06
80.1743,1.67765e+06
80.6573,1.56789e+06
81.1403,1.45939e+06
81.6233,1.34845e+06
82.1062,1.22183e+06
82.5892,1.09916e+06
83.0722,1.02342e+06
83.5552,1.00829e+06
84.0382,1.02688e+06
84.5211,1.02503e+06
85.0041,963795
85.4871,862634
85.9701,742105
86.453,614603
86.936,484796
87.419,351426
87.902,258587
88.385,288435
88.8679,361579
89.3509,365120
89.8339,550972
90.3169,586839
90.7999,577389
91.2828,570612
91.7658,869381
92.2488,1.31301e+06
92.7318,1.36281e+06
93.2147,1.33907e+06
93.6977,1.48603e+06
94.1807,858766
94.6637,43241
95.1467,-550960
95.6296,-513528
96.1126,-414136
96.5956,-178488
97.0786,35132.2
97.5615,158772
98.0445,100513
98.5275,234078
99.0105,686679
99.4935,1.22362e+06
99.9764,1.41018e+06
100.459,1.5218e+06
100.942,1.53491e+06
101.425,1.43293e+06
101.908,1.26619e+06
102.391,1.07822e+06
102.874,890393
103.357,750832
103.84,704550
104.323,703287
104.806,724055
105.289,771550
105.772,820870
106.255,806755
106.738,672278
107.221,471795
107.704,371814
108.187,436187
108.67,517507
109.153,496268
109.636,441872
110.119,467394
110.602,546246
111.085,521823
111.568,322629
112.051,88192.8
112.534,-29413.4
113.017,-10639.5
113.5,4296.52
113.983,22346.7
114.466,11313.4
114.949,2984.79
115.432,689.642
115.915,122.459
116.398,12.7357
116.881,0.765142
117.364,0.018007
117.847,-0.00154961
118.33,-0.000224685
118.813,-1.60396e-05
119.296,-8.05122e-07
119.779,-3.1014e-08
120.262,-9.5001e-10
120.744,-2.34657e-11
121.227,-4.67554e-13
121.71,-7.40852e-15
122.193,-8.89489e-17
122.676,-6.59628e-19
123.159,2.11213e-21
123.642,1.9504e-22
124.125,4.80686e-24
124.608,9.12381e-26
125.091,1.52516e-27
125.574,2.3228e-29
126.057,3.23844e-31
126.54,4.11993e-33
127.023,4.76449e-35
127.506,4.99596e-37
127.989,4.7443e-39
128.472,4.07883e-41
128.955,3.17539e-43
129.438,2.23957e-45
129.921,1.43187e-47
130.404,8.30439e-50
130.887,4.372e-52
131.37,2.09087e-54
131.853,9.08982e-57
132.336,3.59475e-59
132.819,1.2941e-61
133.302,4.24384e-64
133.785,1.26863e-66
134.268,3.45935e-69
134.751,8.61058e-72
135.234,1.95767e-74
135.717,4.06821e-77
136.2,7.73217e-80
136.683,1.3449e-82
137.166,2.14182e-85
137.649,3.12384e-88
138.132,4.17138e-91
138.615,5.09157e-94
139.098,5.65292e-97
139.581,5.63178e-100
140.064,4.83988e-103
140.547,3.10716e-106
141.03,2.19839e-110
141.513,-4.15241e-112
141.996,-1.04847e-114
142.478,-1.93297e-117
142.961,-3.11314e-120
143.444,-4.39882e-123
143.927,5.61336e-125
144.41,1.94142e-125
