PHONON_FREQUENCY,SPECTRALFLUX_AT_POSITION_117
0,0
0.482978,-49.7554
0.965956,-874.11
1.44893,-2510.09
1.93191,-2974.8
2.41489,2097.4
2.89787,21915.9
3.38085,70827.2
3.86382,166523
4.3468,321320
4.82978,520938
5.31276,724888
5.79574,913415
6.27871,1.12092e+06
6.76169,1.40595e+06
7.24467,1.79628e+06
7.72765,2.26518e+06
8.21062,2.7473e+06
8.6936,3.17194e+06
9.17658,3.4942e+06
9.65956,3.70829e+06
10.1425,3.83523e+06
10.6255,3.90308e+06
11.1085,3.9426e+06
11.5915,3.99145e+06
12.0744,4.08656e+06
12.5574,4.24434e+06
13.0404,4.44939e+06
13.5234,4.66687e+06
14.0064,4.86859e+06
14.4893,5.04783e+06
14.9723,5.21346e+06
15.4553,5.37706e+06
15.9383,5.54575e+06
16.4212,5.71762e+06
16.9042,5.87956e+06
17.3872,6.01766e+06
17.8702,6.13416e+06
18.3532,6.24919e+06
18.8361,6.38768e+06
19.3191,6.56815e+06
19.8021,6.7951e+06
20.2851,7.05361e+06
20.7681,7.3192e+06
21.251,7.57643e+06
21.734,7.82267e+06
22.217,8.06063e+06
22.7,8.29546e+06
23.1829,8.53138e+06
23.6659,8.76974e+06
24.1489,9.01377e+06
24.6319,9.26236e+06
25.1149,9.49741e+06
25.5978,9.69425e+06
26.0808,9.82641e+06
26.5638,9.957e+06
27.0468,1.0187e+07
27.5297,1.04414e+07
28.0127,1.05608e+07
28.4957,1.05313e+07
28.9787,1.05097e+07
29.4617,1.06246e+07
29.9446,1.08211e+07
30.4276,1.09519e+07
30.9106,1.09619e+07
31.3936,1.09188e+07
31.8765,1.09293e+07
32.3595,1.09776e+07
32.8425,1.09602e+07
33.3255,1.08365e+07
33.8085,1.06179e+07
34.2914,1.03402e+07
34.7744,1.0068e+07
35.2574,9.87352e+06
35.7404,9.81585e+06
36.2233,9.93221e+06
36.7063,1.02045e+07
37.1893,1.05313e+07
37.6723,1.07856e+07
38.1553,1.09146e+07
38.6382,1.0954e+07
39.1212,1.09511e+07
