PHONON_FREQUENCY,SPECTRALFLUX_AT_POSITION_5
0,0
0.482978,21981
0.965956,100205
1.44893,165321
1.93191,219826
2.41489,323518
2.89787,514058
3.38085,773723
3.86382,1.05203e+06
4.3468,1.30539e+06
4.82978,1.51735e+06
5.31276,1.71758e+06
5.79574,1.97243e+06
6.27871,2.34262e+06
6.76169,2.86281e+06
7.24467,3.52855e+06
7.72765,4.27824e+06
8.21062,5.00968e+06
8.6936,5.64611e+06
9.17658,6.19533e+06
9.65956,6.72224e+06
10.1425,7.26373e+06
10.6255,7.79688e+06
11.1085,8.30368e+06
11.5915,8.82854e+06
12.0744,9.40843e+06
12.5574,9.9793e+06
13.0404,1.04445e+07
13.5234,1.07582e+07
14.0064,1.0873e+07
14.4893,1.08263e+07
14.9723,1.08602e+07
15.4553,1.11727e+07
15.9383,1.16491e+07
16.4212,1.2112e+07
16.9042,1.24094e+07
17.3872,1.25598e+07
17.8702,1.27264e+07
18.3532,1.29202e+07
18.8361,1.32056e+07
19.3191,1.36394e+07
19.8021,1.40708e+07
20.2851,1.44274e+07
20.7681,1.48356e+07
21.251,1.53456e+07
21.734,1.57698e+07
22.217,1.57441e+07
22.7,1.53559e+07
23.1829,1.47679e+07
23.6659,1.4316e+07
24.1489,1.41478e+07
24.6319,1.41724e+07
25.1149,1.43748e+07
25.5978,1.45147e+07
26.0808,1.44043e+07
26.5638,1.39809e+07
27.0468,1.3556e+07
27.5297,1.33967e+07
28.0127,1.33649e+07
28.4957,1.28792e+07
28.9787,1.24633e+07
29.4617,1.20912e+07
29.9446,1.2001e+07
30.4276,1.21337e+07
30.9106,1.21794e+07
31.3936,1.22087e+07
31.8765,1.18973e+07
32.3595,1.11854e+07
32.8425,1.03413e+07
33.3255,9.3637e+06
33.8085,8.42336e+06
34.2914,7.76897e+06
34.7744,7.58862e+06
35.2574,7.48279e+06
35.7404,7.71228e+06
36.2233,7.88562e+06
36.7063,7.89452e+06
37.1893,7.92768e+06
37.6723,8.01676e+06
38.1553,8.03607e+06
38.6382,7.90256e+06
39.1212,7.70967e+06
39.6042,7.55154e+06
40.0872,7.57153e+06
