PHONON_FREQUENCY,SPECTRALFLUX_AT_POSITION_77
0,0
0.482978,7020.99
0.965956,35214
1.44893,74831.9
1.93191,134760
2.41489,228329
2.89787,361378
3.38085,533030
3.86382,736291
4.3468,955458
4.82978,1.16958e+06
5.31276,1.3874e+06
5.79574,1.6635e+06
6.27871,2.06396e+06
6.76169,2.6345e+06
7.24467,3.37861e+06
7.72765,4.23271e+06
8.21062,5.0718e+06
8.6936,5.78282e+06
9.17658,6.35354e+06
9.65956,6.86263e+06
10.1425,7.37753e+06
10.6255,7.89174e+06
11.1085,8.38499e+06
11.5915,8.90729e+06
12.0744,9.52921e+06
12.5574,1.02036e+07
13.0404,1.07528e+07
13.5234,1.10833e+07
14.0064,1.13102e+07
14.4893,1.1556e+07
14.9723,1.18995e+07
15.4553,1.2273e+07
15.9383,1.24899e+07
16.4212,1.25991e+07
16.9042,1.2661e+07
17.3872,1.2688e+07
17.8702,1.27596e+07
18.3532,1.29114e+07
18.8361,1.31813e+07
19.3191,1.35835e+07
19.8021,1.41124e+07
20.2851,1.49149e+07
20.7681,1.59597e+07
21.251,1.69458e+07
21.734,1.76218e+07
22.217,1.75586e+07
22.7,1.70006e+07
23.1829,1.62755e+07
23.6659,1.544e+07
24.1489,1.47344e+07
24.6319,1.44608e+07
25.1149,1.45052e+07
25.5978,1.45802e+07
26.0808,1.47659e+07
26.5638,1.48805e+07
27.0468,1.47259e+07
27.5297,1.43084e+07
28.0127,1.37658e+07
28.4957,1.35892e+07
28.9787,1.2854e+07
29.4617,1.19398e+07
29.9446,1.14322e+07
30.4276,1.13809e+07
30.9106,1.15658e+07
31.3936,1.17212e+07
31.8765,1.15716e+07
32.3595,1.11651e+07
32.8425,1.07905e+07
33.3255,1.03626e+07
33.8085,9.72414e+06
34.2914,9.18798e+06
34.7744,9.17825e+06
35.2574,9.04772e+06
35.7404,9.08702e+06
36.2233,9.32187e+06
36.7063,9.42735e+06
37.1893,9.20778e+06
37.6723,8.88712e+06
38.1553,8.4882e+06
38.6382,8.00042e+06
39.1212,7.61326e+06
39.6042,7.41122e+06
