PHONON_FREQUENCY,SPECTRALFLUX_AT_POSITION_182
0,0
0.482978,-48.905
0.965956,1180.82
1.44893,11341.2
1.93191,26396.8
2.41489,36135.4
2.89787,48326.4
3.38085,82450.6
3.86382,156914
4.3468,282899
4.82978,453092
5.31276,642228
5.79574,838954
6.27871,1.07149e+06
6.76169,1.38485e+06
7.24467,1.78981e+06
7.72765,2.23823e+06
8.21062,2.64808e+06
8.6936,2.95073e+06
9.17658,3.12123e+06
9.65956,3.17768e+06
10.1425,3.16047e+06
10.6255,3.11219e+06
11.1085,3.07358e+06
11.5915,3.08652e+06
12.0744,3.1816e+06
12.5574,3.35694e+06
13.0404,3.57828e+06
13.5234,3.80289e+06
14.0064,4.00097e+06
14.4893,4.16143e+06
14.9723,4.29191e+06
15.4553,4.41509e+06
15.9383,4.55479e+06
16.4212,4.72138e+06
16.9042,4.91093e+06
17.3872,5.11431e+06
17.8702,5.3259e+06
18.3532,5.547e+06
18.8361,5.77955e+06
19.3191,6.00986e+06
19.8021,6.20091e+06
20.2851,6.31038e+06
20.7681,6.32411e+06
21.251,6.27709e+06
21.734,6.24272e+06
22.217,6.29032e+06
22.7,6.44103e+06
23.1829,6.67006e+06
23.6659,6.95697e+06
24.1489,7.31622e+06
24.6319,7.75521e+06
25.1149,8.23376e+06
25.5978,8.69293e+06
26.0808,9.03846e+06
26.5638,9.25056e+06
27.0468,9.41736e+06
27.5297,9.56707e+06
28.0127,9.66718e+06
28.4957,9.68053e+06
28.9787,9.65879e+06
29.4617,9.67103e+06
29.9446,9.74635e+06
30.4276,9.87036e+06
30.9106,1.00222e+07
31.3936,1.01872e+07
31.8765,1.03001e+07
32.3595,1.03368e+07
32.8425,1.03615e+07
33.3255,1.03906e+07
33.8085,1.04045e+07
34.2914,1.04003e+07
34.7744,1.03438e+07
35.2574,1.01652e+07
35.7404,9.83647e+06
36.2233,9.43792e+06
36.7063,9.12213e+06
37.1893,8.98377e+06
37.6723,8.99922e+06
38.1553,9.12426e+06
38.6382,9.37449e+06
39.1212,9.73896e+06
39.6042,1.01099e+07
40.0872,1.0395e+07
40.5701,1.05897e+07
41.0531,1.07485e+07
41.5361,1.07346e+07
42.0191,1.05579e+07
42.5021,1.03604e+07
42.985,1.01548e+07
43.468,9.77738e+06
43.951,9.30578e+06
44.434,8.85597e+06
44.9169,8.50442e+06
45.3999,8.26996e+06
45.8829,8.11032e+06
46.3659,7.98257e+06
46.8489,7.88295e+06
47.3318,7.80662e+06
47.8148,7.71165e+06
48.2978,7.55399e+06
48.7808,7.33674e+06
49.2637,7.09757e+06
49.7467,6.84521e+06
50.2297,6.57608e+06
50.7127,6.35811e+06
51.1957,6.241e+06
51.6786,6.22447e+06
52.1616,6.33271e+06
52.6446,6.30535e+06
53.1276,6.09694e+06
53.6106,5.73028e+06
54.0935,5.30266e+06
54.5765,4.93377e+06
55.0595,4.67604e+06
55.5425,4.5131e+06
56.0254,4.41686e+06
56.5084,4.35479e+06
56.9914,4.284e+06
57.4744,4.15185e+06
57.9574,4.00303e+06
58.4403,3.83194e+06
58.9233,3.68138e+06
59.4063,3.54403e+06
59.8893,3.40219e+06
60.3722,3.25308e+06
